event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
Искусство куклы 2026,1–3 октября 2026,"ДМИТРИЕВА МАРИЯ, МАТРЕШКА (НЕ) ИГРУШКА","ДМИТРИЕВА МАРИЯ, МАТРЕШКА (НЕ) ИГРУШКА","матрешки, игрушки, авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ВАЗОВЫЙ ЛЕС»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-012,дмитриева мария матрешка не игрушка,"ДМИТРИЕВА МАРИЯ, МАТРЕШКА (НЕ) ИГРУШКА | ПРОЕКТ «ВАЗОВЫЙ ЛЕС»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЕВСЕЕНКО ДАША (DASHARAK),ЕВСЕЕНКО ДАША (DASHARAK),"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ПОДАРИ МНЕ ТОНКОЕ ЧУТЬЕ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-013,евсеенко даша dasharak,ЕВСЕЕНКО ДАША (DASHARAK) | ПРОЕКТ «ПОДАРИ МНЕ ТОНКОЕ ЧУТЬЕ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"ЕВЧЕНКО ЕЛЕНА, НОВИЧКОВА ОЛЬГА","ЕВЧЕНКО ЕЛЕНА, НОВИЧКОВА ОЛЬГА","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ЖЕМЧУЖИНЫ СКАЗОК»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-014,евченко елена новичкова ольга,"ЕВЧЕНКО ЕЛЕНА, НОВИЧКОВА ОЛЬГА | ПРОЕКТ «ЖЕМЧУЖИНЫ СКАЗОК»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЕГУПЕЦ ОЛЬГА,ЕГУПЕЦ ОЛЬГА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ИСТОРИЯ ТВОРЧЕСТВА ДЛИНОЙ В 25 ЛЕТ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-015,егупец ольга,ЕГУПЕЦ ОЛЬГА | ПРОЕКТ «ИСТОРИЯ ТВОРЧЕСТВА ДЛИНОЙ В 25 ЛЕТ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЕРОШЕНКО НАТАША,ЕРОШЕНКО НАТАША,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ЧТО ТАКОЕ ХОРОШО»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-016,ерошенко наташа,ЕРОШЕНКО НАТАША | ПРОЕКТ «ЧТО ТАКОЕ ХОРОШО»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЖАВОРОНКОВА ТАТЬЯНА,ЖАВОРОНКОВА ТАТЬЯНА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «КОФЕЙНАЯ ПАРА»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-017,жаворонкова татьяна,ЖАВОРОНКОВА ТАТЬЯНА | ПРОЕКТ «КОФЕЙНАЯ ПАРА»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"ЗОЛОТУХИНА НАДЕЖДА, ДНЕПРОВА МАРИНА","ЗОЛОТУХИНА НАДЕЖДА, ДНЕПРОВА МАРИНА","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ВЕЛИКИЙ КОМБИНАТОР И КО»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-018,золотухина надежда днепрова марина,"ЗОЛОТУХИНА НАДЕЖДА, ДНЕПРОВА МАРИНА | ПРОЕКТ «ВЕЛИКИЙ КОМБИНАТОР И КО»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЗУБАРЕВА ВЕРОНИКА,ЗУБАРЕВА ВЕРОНИКА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «В ОБЛАКАХ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-019,зубарева вероника,ЗУБАРЕВА ВЕРОНИКА | ПРОЕКТ «В ОБЛАКАХ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"КАРАВАЕВА АНАСТАСИЯ, ПИМЕНОВА ТАТЬЯНА, КОВАЛЬЧУК ОЛЕСЯ","КАРАВАЕВА АНАСТАСИЯ, ПИМЕНОВА ТАТЬЯНА, КОВАЛЬЧУК ОЛЕСЯ","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «РОДОМ ИЗ ДЕТСТВА»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-020,караваева анастасия пименова татьяна ковальчук олеся,"КАРАВАЕВА АНАСТАСИЯ, ПИМЕНОВА ТАТЬЯНА, КОВАЛЬЧУК ОЛЕСЯ | ПРОЕКТ «РОДОМ ИЗ ДЕТСТВА»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"КИЖАЕВА ОЛЬГА, ДИКАНОВА ЛЮДМИЛА","КИЖАЕВА ОЛЬГА, ДИКАНОВА ЛЮДМИЛА","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «СКАЗКИ СТАРОГО ЛЕСА»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-021,кижаева ольга диканова людмила,"КИЖАЕВА ОЛЬГА, ДИКАНОВА ЛЮДМИЛА | ПРОЕКТ «СКАЗКИ СТАРОГО ЛЕСА»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КОЛДЫШЕВА НАТАЛЬЯ,КОЛДЫШЕВА НАТАЛЬЯ,"коллекционные куклы, авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «МУЗЕЙ МИР КУКОЛ,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-022,колдышева наталья,КОЛДЫШЕВА НАТАЛЬЯ | ПРОЕКТ «МУЗЕЙ МИР КУКОЛ,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КОЛЕГОВА МАРИЯ,КОЛЕГОВА МАРИЯ,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «КАМАРЭБИ. ТАНЕЦ УСКОЛЬЗАЮЩЕГО СВЕТА»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-023,колегова мария,КОЛЕГОВА МАРИЯ | ПРОЕКТ «КАМАРЭБИ. ТАНЕЦ УСКОЛЬЗАЮЩЕГО СВЕТА»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КОТОВА НАТАЛЬЯ,КОТОВА НАТАЛЬЯ,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ВОЛШЕБСТВО В ДЕТАЛЯХ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-024,котова наталья,КОТОВА НАТАЛЬЯ | ПРОЕКТ «ВОЛШЕБСТВО В ДЕТАЛЯХ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КРЫЛОВА ГАЛИНА,КРЫЛОВА ГАЛИНА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «МИР ГРЁЗ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-025,крылова галина,КРЫЛОВА ГАЛИНА | ПРОЕКТ «МИР ГРЁЗ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КУЗЬМИНА АННА,КУЗЬМИНА АННА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ШЁЛКОВЫЙ ПУТЬ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-026,кузьмина анна,КУЗЬМИНА АННА | ПРОЕКТ «ШЁЛКОВЫЙ ПУТЬ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,КУКОЛЬНАЯ ГАЛЕРЕЯ «ВАХТАНОВЪ» ИРИНЫ МЫЗИНОЙ,КУКОЛЬНАЯ ГАЛЕРЕЯ «ВАХТАНОВЪ» ИРИНЫ МЫЗИНОЙ,"коллекционные куклы, авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-027,кукольная галерея вахтановъ ирины мызиной,КУКОЛЬНАЯ ГАЛЕРЕЯ «ВАХТАНОВЪ» ИРИНЫ МЫЗИНОЙ,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ЛАДНАЯ ОКСАНА,ЛАДНАЯ ОКСАНА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ЛЕДЯНОЕ ЦАРСТВО»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-028,ладная оксана,ЛАДНАЯ ОКСАНА | ПРОЕКТ «ЛЕДЯНОЕ ЦАРСТВО»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"ЛАПИНА НАТАЛЬЯ, МОРСКАЯ ГАЛИНА","ЛАПИНА НАТАЛЬЯ, МОРСКАЯ ГАЛИНА","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «СКАЗОЧНЫЕ РЕЦЕПТЫ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-029,лапина наталья морская галина,"ЛАПИНА НАТАЛЬЯ, МОРСКАЯ ГАЛИНА | ПРОЕКТ «СКАЗОЧНЫЕ РЕЦЕПТЫ»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,МЕНЬШЕНИНА МАРИЯ,МЕНЬШЕНИНА МАРИЯ,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «АВТОМАТОНЫ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-030,меньшенина мария,МЕНЬШЕНИНА МАРИЯ | ПРОЕКТ «АВТОМАТОНЫ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,МИНИНА МАРИНА,МИНИНА МАРИНА,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «СЛЫШИТЕ МОРЕ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-031,минина марина,МИНИНА МАРИНА | ПРОЕКТ «СЛЫШИТЕ МОРЕ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,МОСКОВСКИЙ ТЕАТР КУКОЛ,МОСКОВСКИЙ ТЕАТР КУКОЛ,"театральные куклы, авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ГЕРОИ СПЕКТАКЛЯ «ГИНЬОЛЬ ИМЕНИ СТАНИСЛАВСКОГО»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-032,московский театр кукол,МОСКОВСКИЙ ТЕАТР КУКОЛ | ГЕРОИ СПЕКТАКЛЯ «ГИНЬОЛЬ ИМЕНИ СТАНИСЛАВСКОГО»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,МУЗЕЙ ИСТОРИИ КУКЛЫ,МУЗЕЙ ИСТОРИИ КУКЛЫ,"коллекционные куклы, авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРЕДСТАВЛЯЕТ ФРАГМЕНТ ПРОЕКТА КАБИНЕТ РЕДКОСТЕЙ 21 ВЕКА,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-033,музей истории куклы,МУЗЕЙ ИСТОРИИ КУКЛЫ | ПРЕДСТАВЛЯЕТ ФРАГМЕНТ ПРОЕКТА КАБИНЕТ РЕДКОСТЕЙ 21 ВЕКА,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"НАДТОЧИЙ АНТОНИНА, ПОПОВА НЭЛЛИ","НАДТОЧИЙ АНТОНИНА, ПОПОВА НЭЛЛИ","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ЕДИНСТВО ПРОТИВОПОЛОЖНОСТЕЙ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-034,надточий антонина попова нэлли,"НАДТОЧИЙ АНТОНИНА, ПОПОВА НЭЛЛИ | ПРОЕКТ «ЕДИНСТВО ПРОТИВОПОЛОЖНОСТЕЙ»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,"НЕВМАТУЛИНА ОЛЕСЯ, БОНДАРЬ ОЛЕСЯ, ШНАЙДЕР АЛЕКСАНДРА","НЕВМАТУЛИНА ОЛЕСЯ, БОНДАРЬ ОЛЕСЯ, ШНАЙДЕР АЛЕКСАНДРА","авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «ТАИНСТВЕННЫЙ ЛЕС»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-035,невматулина олеся бондарь олеся шнайдер александра,"НЕВМАТУЛИНА ОЛЕСЯ, БОНДАРЬ ОЛЕСЯ, ШНАЙДЕР АЛЕКСАНДРА | ПРОЕКТ «ТАИНСТВЕННЫЙ ЛЕС»",ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,НОСАЛЬСКИЙ ВЛАДИМИР (VOVA LENIN),НОСАЛЬСКИЙ ВЛАДИМИР (VOVA LENIN),"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «КАПРИЧЧИО (РУКАМИ НЕ ТРОГАТЬ)»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-036,носальский владимир vova lenin,НОСАЛЬСКИЙ ВЛАДИМИР (VOVA LENIN) | ПРОЕКТ «КАПРИЧЧИО (РУКАМИ НЕ ТРОГАТЬ)»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
Искусство куклы 2026,1–3 октября 2026,ОЛЬГА СУКАЧ,ОЛЬГА СУКАЧ,"авторские куклы, художественные куклы",Россия,Москва,"Гостиный Двор, ул. Ильинка, д.4",,,Детские товары; Культура и искусство; Игрушки и игры; Авторская кукла,ПРОЕКТ «РУССКИЙ СТИЛЬ. СКАЗКИ И БЫЛЬ»,,,,,https://искусствокуклы.рф/uchastniki-vystavki-iskusstvo-kukly-2026g,iskusstvo-kukly-2026-037,ольга сукач,ОЛЬГА СУКАЧ | ПРОЕКТ «РУССКИЙ СТИЛЬ. СКАЗКИ И БЫЛЬ»,ok,website; public_email; stand,2026-09-21T05:08:38Z,iskusstvo-kukly-2026-official-participant-list-signo-v1.0.0,ok,ok,Official public list row; product category inferred from participant/project evidence.,New Signo,no exact normalized company/name match in read-only Twenty repeat index,,,,,,official_participant_list_2026,,website_missing,,Official participant list exposes no exhibitor website/email fields; no website crawl was possible from this source row.,,no public email in official source
